triple;exact_accuracy;gold_triple_exact;partial_accuracyV2;gold_triple_partialV2
('Kampala Central Division', 'LOCATED_IN', 'Kampala');True;[('Kampala', 'LOCATED_IN', 'Kampala')];True;[('Kampala', 'label', 'Kampala'), ('Kampala', 'name', 'Kampala'), ('Kampala', 'LOCATED_IN', 'Kampala'), ('Kampala', 'location', 'Kampala'), ('Kampala', 'officialName', 'Kampala'), ('Kampala', 'populationDemonyms', 'Munakampala'), ('Kampala', 'subject', 'Kampala'), ('Kampala', 'wikiPageWikiLink', 'Roman Catholic Archdiocese of Kampala'), ('Kampala', 'wikiPageWikiLink', 'Battle of Kampala'), ('Kampala', 'wikiPageWikiLink', 'Kampala'), ('Kampala', 'wikiPageWikiLink', 'Kampala District'), ('Kampala', 'wikiPageWikiLink', 'Timeline of Kampala'), ('Kampala', 'wikiPageWikiLink', 'Kampala Central Division'), ('Kampala', 'wikiPageWikiLink', 'File:Kampala Kasubi Tombs.jpg'), ('Kampala', 'wikiPageWikiLink', 'Kampala Capital City Authority'), ('Kampala', 'wikiPageWikiLink', 'List of tallest buildings in Kampala'), ('Kampala', 'wikiPageWikiLink', 'Kampala Business and Industrial Park'), ('Kampala', 'wikiPageWikiLink', 'Old Kampala'), ('Kampala', 'wikiPageWikiLink', 'File:A group of dancers in Kampala.jpg'), ('Kampala', 'wikiPageWikiLink', 'File:Apartment block in kololo Kampala.jpg'), ('Kampala', 'wikiPageWikiLink', 'File:KAMPALA.LAKE VICTORIA.1 - panoramio.jpg'), ('Kampala', 'wikiPageWikiLink', 'File:Kampala 32.57974E 0.29781N.jpg'), ('Kampala', 'wikiPageWikiLink', 'File:Location map Kampala.png'), ('Kampala', 'wikiPageWikiLink', 'File:Standard Bank Office Building in Kampala.png'), ('Kampala', 'wikiPageWikiLink', 'File:Uganda. Kampala. Imperial Hotel LOC matpc.17441.jpg'), ('Kampala', 'wikiPageWikiLink', 'File:Uganda. Kampala. The city from Cathedral Hill LOC matpc.00324.jpg'), ('Kampala', 'wikiPageWikiLink', 'File:Uganda - Kampala Taxi stop.jpg'), ('Kampala', 'wikiPageWikiLink', 'File:Uganda Printers Kampala 1950s.jpg'), ('Kampala', 'sameAs', 'Kampala%20(Uganda)'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala District'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala (ulohang dakbayan)'), ('Kampala', 'sameAs', 'Kampala District'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Distrito de Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampalan piirikunta'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala (district)'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Distrito de Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Dystrykt Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Districtul Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Kampala'), ('Kampala', 'sameAs', 'Wilaya ya Kampala')]
('Ibn ʿAbd Rabbih', 'AUTHORED', 'al-ʿIqd al-Farīd (The Unique Necklace)');False;;False;
('Ibn ʿAbd Rabbih', 'BORN_IN', 'Cordova');False;;False;
('Zohreh Tabatabai', 'HAS_NATIONALITY', 'Zohreh Tabatabai');False;;True;"[('Zohreh Tabatabai', 'label', 'Zohreh Tabatabai'), ('Zohreh Tabatabai', 'comment', 'Zohreh Tabatabai is an Iranian diplomat and international business coordinator. She served in the United Nations as chief of the ""Focal Point for women for the United Nations system"" and in the International Labour Organization (ILO) in Geneva as a senior member of the Director\'s Cabinet and as the Director of Communications. After her ILO assignment, Tabatabai established Quince Partners, an enterprise dealing with communications and public relations.'), ('Zohreh Tabatabai', 'name', 'Zohreh Tabatabai'), ('Zohreh Tabatabai', 'name', 'Zohreh Tabatabai'), ('Zohreh Tabatabai', 'HAS_NATIONALITY', 'Iranian'), ('Zohreh Tabatabai', 'nationality', 'Iranian'), ('Zohreh Tabatabai', 'sameAs', 'Zohreh Tabatabai'), ('Zohreh Tabatabai', 'sameAs', 'Zohreh Tabatabai'), ('Zohreh Tabatabai', 'sameAs', 'Zohreh Tabatabai'), ('Zohreh Tabatabai', 'wasDerivedFrom', 'Zohreh Tabatabai?oldid=1064349061&ns=0'), ('Zohreh Tabatabai', 'isPrimaryTopicOf', 'Zohreh Tabatabai')]"
('Zohreh Tabatabai', 'HAS_OCCUPATION', 'Zohreh Tabatabai');False;;True;"[('Zohreh Tabatabai', 'label', 'Zohreh Tabatabai'), ('Zohreh Tabatabai', 'comment', 'Zohreh Tabatabai is an Iranian diplomat and international business coordinator. She served in the United Nations as chief of the ""Focal Point for women for the United Nations system"" and in the International Labour Organization (ILO) in Geneva as a senior member of the Director\'s Cabinet and as the Director of Communications. After her ILO assignment, Tabatabai established Quince Partners, an enterprise dealing with communications and public relations.'), ('Zohreh Tabatabai', 'name', 'Zohreh Tabatabai'), ('Zohreh Tabatabai', 'name', 'Zohreh Tabatabai'), ('Zohreh Tabatabai', 'HAS_OCCUPATION', 'Diplomat and global business coordination'), ('Zohreh Tabatabai', 'sameAs', 'Zohreh Tabatabai'), ('Zohreh Tabatabai', 'sameAs', 'Zohreh Tabatabai'), ('Zohreh Tabatabai', 'sameAs', 'Zohreh Tabatabai'), ('Zohreh Tabatabai', 'wasDerivedFrom', 'Zohreh Tabatabai?oldid=1064349061&ns=0'), ('Zohreh Tabatabai', 'isPrimaryTopicOf', 'Zohreh Tabatabai')]"
('Zohreh Tabatabai', 'MEMBER_OF', 'United Nations');False;;True;"[('Zohreh Tabatabai', 'comment', 'Zohreh Tabatabai is an Iranian diplomat and international business coordinator. She served in the United Nations as chief of the ""Focal Point for women for the United Nations system"" and in the International Labour Organization (ILO) in Geneva as a senior member of the Director\'s Cabinet and as the Director of Communications. After her ILO assignment, Tabatabai established Quince Partners, an enterprise dealing with communications and public relations.'), ('Zohreh Tabatabai', 'subject', 'Iranian officials of the United Nations'), ('Zohreh Tabatabai', 'wikiPageWikiLink', 'United Nations'), ('Zohreh Tabatabai', 'wikiPageWikiLink', 'Iranian officials of the United Nations')]"
('Zohreh Tabatabai', 'MEMBER_OF', 'International Labour Organization (ILO)');False;;True;"[('Zohreh Tabatabai', 'comment', 'Zohreh Tabatabai is an Iranian diplomat and international business coordinator. She served in the United Nations as chief of the ""Focal Point for women for the United Nations system"" and in the International Labour Organization (ILO) in Geneva as a senior member of the Director\'s Cabinet and as the Director of Communications. After her ILO assignment, Tabatabai established Quince Partners, an enterprise dealing with communications and public relations.'), ('Zohreh Tabatabai', 'subject', 'International Labour Organization people'), ('Zohreh Tabatabai', 'wikiPageWikiLink', 'International Labour Organization'), ('Zohreh Tabatabai', 'wikiPageWikiLink', 'International Labour Organization people')]"
('Zohreh Tabatabai', 'FOUNDED', 'Quince Partners');False;;True;"[('Zohreh Tabatabai', 'comment', 'Zohreh Tabatabai is an Iranian diplomat and international business coordinator. She served in the United Nations as chief of the ""Focal Point for women for the United Nations system"" and in the International Labour Organization (ILO) in Geneva as a senior member of the Director\'s Cabinet and as the Director of Communications. After her ILO assignment, Tabatabai established Quince Partners, an enterprise dealing with communications and public relations.')]"
('Zohreh Tabatabai', 'MEMBER_OF', 'End Human Trafficking Now (EHTN)');False;;True;[('Zohreh Tabatabai', 'type', 'human'), ('Zohreh Tabatabai', 'wikiPageWikiLink', 'End Human Trafficking Now')]
('Heracleides', 'HAS_RELATIVE', 'Agathocles of Syracuse');False;;True;"[('Heracleides (uncle)', 'comment', 'Heracleides (Ancient Greek: Ἡρακλείδης) was a man of ancient Syracuse, Sicily who was a relative of Agathocles of Syracuse, probably his uncle, and probably distinct from another Heracleides. Nothing further is known of him.'), ('Heracleides (uncle)', 'abstract', 'Heracleides (Ancient Greek: Ἡρακλείδης) was a man of ancient Syracuse, Sicily who was a relative of Agathocles of Syracuse, probably his uncle, and probably distinct from another Heracleides. Nothing further is known of him. There was a group in Syracuse at the time called the ""Six Hundred Noblest"" that was composed of the most influential citizens. Its leaders were Heracleides (Heraclides) and Sosistratus. Some scholars have suggested it possible that this Heracleides could be the same as Agathocles\'s uncle Heracleides, which would have implications for the common story of the low social station of Agathocles\'s family.'), ('Heracleides (uncle)', 'wikiPageWikiLink', 'Agathocles of Syracuse')]"
('Heracleides', 'LEADER_OF', 'Six Hundred Noblest');False;;True;"[('Heracleides (uncle)', 'abstract', 'Heracleides (Ancient Greek: Ἡρακλείδης) was a man of ancient Syracuse, Sicily who was a relative of Agathocles of Syracuse, probably his uncle, and probably distinct from another Heracleides. Nothing further is known of him. There was a group in Syracuse at the time called the ""Six Hundred Noblest"" that was composed of the most influential citizens. Its leaders were Heracleides (Heraclides) and Sosistratus. Some scholars have suggested it possible that this Heracleides could be the same as Agathocles\'s uncle Heracleides, which would have implications for the common story of the low social station of Agathocles\'s family.')]"
('Sosistratus', 'LEADER_OF', 'Six Hundred Noblest');False;;False;
('2016 Italian Basketball Cup', 'ORGANIZED_BY', 'Lega Basket Serie A');False;;True;[('2016 Italian Basketball Cup', 'nat', 'SER'), ('2016 Italian Basketball Cup', 'r', 'yes'), ('2016 Italian Basketball Cup', 'a', 'yes'), ('2016 Italian Basketball Cup', 'wikiPageWikiLink', 'Lega Basket Serie A')]
('2016 Italian Basketball Cup', 'OCCURS_IN', 'Mediolanum Forum');False;;True;[('2016 Italian Basketball Cup', 'r', 'yes'), ('2016 Italian Basketball Cup', 'wikiPageWikiLink', 'Mediolanum Forum'), ('2016 Italian Basketball Cup', 'arena', 'Mediolanum Forum')]
('2016 Italian Basketball Cup', 'WON_BY', 'EA7 Emporio Armani Milano');False;;True;[('2016 Italian Basketball Cup', 'rd1Team', 'EA7 Emporio Milano'), ('2016 Italian Basketball Cup', 'rd2Team', 'EA7 Emporio Milano'), ('2016 Italian Basketball Cup', 'rd3Team', 'EA7 Emporio Milano'), ('2016 Italian Basketball Cup', 'champions', 'EA7 Emporio Armani Milano'), ('2016 Italian Basketball Cup', 'teama', 'EA7 Emporio Armani Milano'), ('2016 Italian Basketball Cup', 'teamb', 'EA7 Emporio Armani Milano'), ('2016 Italian Basketball Cup', 'wikiPageWikiLink', 'Milan'), ('2016 Italian Basketball Cup', 'wikiPageWikiLink', 'EA7 Emporio Armani Milano'), ('2016 Italian Basketball Cup', 'place', 'Milan')]
('Wisconsin v. City of New York, 517 U.S. 1 (1996)', 'OCCURRED_IN', 'United States');False;;True;[('Wisconsin v. City of New York', 'OCCURRED_IN', '1996'), ('Wisconsin v. City of New York', 'OCCURRED_IN', '1990'), ('Wisconsin v. City of New York', 'OCCURRED_IN', '1990'), ('Wisconsin v. City of New York', 'OCCURRED_IN', '1990'), ('Wisconsin v. City of New York', 'type', 'Supreme Court of the United States case'), ('Wisconsin v. City of New York', 'subject', 'United States Supreme Court cases'), ('Wisconsin v. City of New York', 'OCCURRED_IN', '1996'), ('Wisconsin v. City of New York', 'subject', 'United States Supreme Court cases of the Rehnquist Court'), ('Wisconsin v. City of New York', 'wikiPageWikiLink', 'United States Congress'), ('Wisconsin v. City of New York', 'wikiPageWikiLink', 'United States Secretary of Commerce'), ('Wisconsin v. City of New York', 'wikiPageWikiLink', 'United States Supreme Court cases'), ('Wisconsin v. City of New York', 'OCCURRED_IN', '1996'), ('Wisconsin v. City of New York', 'wikiPageWikiLink', 'United States Supreme Court cases of the Rehnquist Court'), ('Wisconsin v. City of New York', 'OCCURRED_IN', '1990'), ('Wisconsin v. City of New York', 'wikiPageWikiLink', 'Supreme Court of the United States'), ('Wisconsin v. City of New York', 'OCCURRED_IN', '1614'), ('Wisconsin', 'comment', ') is a state in the upper Midwestern United States. Wisconsin is the 25th-largest state by total area and the 20th-most populous. It is bordered by Minnesota to the west, Iowa to the southwest, Illinois to the south, Lake Michigan to the east, Michigan to the northeast, and Lake Superior to the north.'), ('Wisconsin', 'seeAlso', 'United States presidential elections'), ('Wisconsin', 'OCCURRED_IN', '1848'), ('Wisconsin', 'OCCURRED_IN', '1848'), ('Wisconsin', 'subject', 'States of the United States'), ('Wisconsin', 'subject', 'Contiguous United States'), ('Wisconsin', 'subject', 'Midwestern United States'), ('Wisconsin', 'OCCURRED_IN', '1848'), ('Wisconsin', 'OCCURRED_IN', '2009'), ('Wisconsin', 'wikiPageWikiLink', 'Progressivism in the United States'), ('Wisconsin', 'OCCURRED_IN', '2010'), ('Wisconsin', 'OCCURRED_IN', '2011'), ('Wisconsin', 'OCCURRED_IN', '2012'), ('Wisconsin', 'OCCURRED_IN', '2013'), ('Wisconsin', 'OCCURRED_IN', '2014'), ('Wisconsin', 'wikiPageWikiLink', 'Democratic Party (United States)'), ('Wisconsin', 'OCCURRED_IN', '1848'), ('Wisconsin', 'wikiPageWikiLink', 'History of the Democratic Party (United States)'), ('Wisconsin', 'wikiPageWikiLink', 'History of the United States Republican Party'), ('Wisconsin', 'wikiPageWikiLink', 'List of states and territories of the United States by GDP'), ('Wisconsin', 'wikiPageWikiLink', 'Republican Party (United States)'), ('Wisconsin', 'wikiPageWikiLink', 'United States Census Bureau'), ('Wisconsin', 'wikiPageWikiLink', 'United States Congress'), ('Wisconsin', 'wikiPageWikiLink', 'United States Senate'), ('Wisconsin', 'wikiPageWikiLink', 'Race and ethnicity in the United States Census'), ('Wisconsin', 'OCCURRED_IN', '1984'), ('Wisconsin', 'OCCURRED_IN', '1850'), ('Wisconsin', 'OCCURRED_IN', '1924'), ('Wisconsin', 'OCCURRED_IN', '2020'), ('Wisconsin', 'OCCURRED_IN', '2011'), ('Wisconsin', 'wikiPageWikiLink', 'Slavery in the United States'), ('Wisconsin', 'OCCURRED_IN', '1941'), ('Wisconsin', 'OCCURRED_IN', '2000'), ('Wisconsin', 'OCCURRED_IN', '2003'), ('Wisconsin', 'wikiPageWikiLink', 'States of the United States'), ('Wisconsin', 'OCCURRED_IN', '1812'), ('Wisconsin', 'OCCURRED_IN', '2016'), ('Wisconsin', 'wikiPageWikiLink', 'Abolitionism in the United States'), ('Wisconsin', 'wikiPageWikiLink', 'Contiguous United States'), ('Wisconsin', 'OCCURRED_IN', '2015'), ('Wisconsin', 'OCCURRED_IN', '1977'), ('Wisconsin', 'wikiPageWikiLink', 'Midwestern United States'), ('New York', 'OCCURRED_IN', '1983'), ('New York', 'OCCURRED_IN', '2019'), ('New York', 'OCCURRED_IN', '1916'), ('New York', 'OCCURRED_IN', '1927'), ('New York', 'OCCURRED_IN', '2009'), ('New York', 'OCCURRED_IN', '1983'), ('New York', 'OCCURRED_IN', '2019'), ('New York', 'OCCURRED_IN', '1916'), ('New York', 'OCCURRED_IN', '1927'), ('New York', 'OCCURRED_IN', '2009'), ('New York', 'hypernym', 'State')]
('United States Supreme Court', 'INVOLVED_IN', 'Wisconsin v. City of New York, 517 U.S. 1 (1996)');False;;False;
('Secretary of Commerce', 'ASSIGNED_TO', '1990 census');False;;False;
('United States Supreme Court', 'LOCATED_IN', 'United States');False;;False;
('New York', 'LOCATED_IN', 'United States');False;;True;[('Wisconsin v. City of New York', 'type', 'Supreme Court of the United States case'), ('Wisconsin v. City of New York', 'subject', 'United States Supreme Court cases'), ('Wisconsin v. City of New York', 'subject', 'United States Supreme Court cases of the Rehnquist Court'), ('Wisconsin v. City of New York', 'wikiPageWikiLink', 'United States Congress'), ('Wisconsin v. City of New York', 'wikiPageWikiLink', 'United States Secretary of Commerce'), ('Wisconsin v. City of New York', 'wikiPageWikiLink', 'United States Supreme Court cases'), ('Wisconsin v. City of New York', 'wikiPageWikiLink', 'United States Supreme Court cases of the Rehnquist Court'), ('Wisconsin v. City of New York', 'wikiPageWikiLink', 'Supreme Court of the United States'), ('Wisconsin v. City of New York', 'loc', 'usrep517001.pdf'), ('New York', 'hypernym', 'State')]
('Wisconsin', 'LOCATED_IN', 'United States');False;;True;[('Wisconsin v. City of New York', 'type', 'Supreme Court of the United States case'), ('Wisconsin v. City of New York', 'subject', 'United States Supreme Court cases'), ('Wisconsin v. City of New York', 'subject', 'United States Supreme Court cases of the Rehnquist Court'), ('Wisconsin v. City of New York', 'wikiPageWikiLink', 'United States Congress'), ('Wisconsin v. City of New York', 'wikiPageWikiLink', 'United States Secretary of Commerce'), ('Wisconsin v. City of New York', 'wikiPageWikiLink', 'United States Supreme Court cases'), ('Wisconsin v. City of New York', 'wikiPageWikiLink', 'United States Supreme Court cases of the Rehnquist Court'), ('Wisconsin v. City of New York', 'wikiPageWikiLink', 'Supreme Court of the United States'), ('Wisconsin v. City of New York', 'loc', 'usrep517001.pdf'), ('Wisconsin', 'comment', ') is a state in the upper Midwestern United States. Wisconsin is the 25th-largest state by total area and the 20th-most populous. It is bordered by Minnesota to the west, Iowa to the southwest, Illinois to the south, Lake Michigan to the east, Michigan to the northeast, and Lake Superior to the north.'), ('Wisconsin', 'seeAlso', 'United States presidential elections'), ('Category:Wisconsin', 'broader', 'States of the United States'), ('Category:Wisconsin', 'broader', 'Contiguous United States'), ('Category:Wisconsin', 'broader', 'Midwestern United States'), ('Wisconsin', 'subject', 'States of the United States'), ('Wisconsin', 'subject', 'Contiguous United States'), ('Wisconsin', 'subject', 'Midwestern United States'), ('Wisconsin', 'wikiPageWikiLink', 'Progressivism in the United States'), ('Wisconsin', 'wikiPageWikiLink', 'Democratic Party (United States)'), ('Wisconsin', 'wikiPageWikiLink', 'History of the Democratic Party (United States)'), ('Wisconsin', 'wikiPageWikiLink', 'History of the United States Republican Party'), ('Wisconsin', 'wikiPageWikiLink', 'List of states and territories of the United States by GDP'), ('Wisconsin', 'wikiPageWikiLink', 'Republican Party (United States)'), ('Wisconsin', 'wikiPageWikiLink', 'United States Census Bureau'), ('Wisconsin', 'wikiPageWikiLink', 'United States Congress'), ('Wisconsin', 'wikiPageWikiLink', 'United States Senate'), ('Wisconsin', 'wikiPageWikiLink', 'Race and ethnicity in the United States Census'), ('Wisconsin', 'wikiPageWikiLink', 'Slavery in the United States'), ('Wisconsin', 'wikiPageWikiLink', 'States of the United States'), ('Wisconsin', 'wikiPageWikiLink', 'Abolitionism in the United States'), ('Wisconsin', 'wikiPageWikiLink', 'Contiguous United States'), ('Wisconsin', 'wikiPageWikiLink', 'Midwestern United States')]
('H+, Na+-translocating Pyrophosphatase (M+-PPase) Family', 'LOCATED_IN', 'vacuolar (tonoplast) membranes');False;;True;[('H+, Na+-translocating pyrophosphatase family', 'comment', ' 3.A.10) are found in the vacuolar (tonoplast) membranes of higher plants, algae, and protozoa, and in both bacteria and archaea. They are therefore ancient enzymes. Two distinct biochemical subclasses of H+-PPases have been characterised to date: K+-stimulated and K+-insensitive.'), ('H+, Na+-translocating pyrophosphatase family', 'abstract', ' 3.A.10) are found in the vacuolar (tonoplast) membranes of higher plants, algae, and protozoa, and in both bacteria and archaea. They are therefore ancient enzymes. Two types of inorganic diphosphatase, very different in terms of both amino acid sequence and structure, have been characterised to date: soluble and transmembrane proton-pumping pyrophosphatases (sPPases and H(+)-PPases, respectively). sPPases are ubiquitous proteins that hydrolyse pyrophosphate to release heat, whereas H+-PPases, so far unidentified in animal and fungal cells, couple the energy of PPi hydrolysis to proton movement across biological membranes. The latter type is represented by this group of proteins. H+-PPases vacuolar-type inorganic pyrophosphatases (V-PPase) or pyrophosphate-energised vacuolar membrane proton pumps. In plants, vacuoles contain two enzymes for acidifying the interior of the vacuole, the V-ATPase and the V-PPase (V is for vacuolar). Two distinct biochemical subclasses of H+-PPases have been characterised to date: K+-stimulated and K+-insensitive.'), ('H+, Na+-translocating pyrophosphatase family', 'wikiPageWikiLink', 'Vacuolar')]
('H+, Na+-translocating Pyrophosphatase (M+-PPase) Family', 'FOUND_IN', 'higher plants, algae, protozoa, bacteria, archaea');False;;True;[('H+, Na+-translocating pyrophosphatase family', 'comment', ' 3.A.10) are found in the vacuolar (tonoplast) membranes of higher plants, algae, and protozoa, and in both bacteria and archaea. They are therefore ancient enzymes. Two distinct biochemical subclasses of H+-PPases have been characterised to date: K+-stimulated and K+-insensitive.'), ('H+, Na+-translocating pyrophosphatase family', 'abstract', ' 3.A.10) are found in the vacuolar (tonoplast) membranes of higher plants, algae, and protozoa, and in both bacteria and archaea. They are therefore ancient enzymes. Two types of inorganic diphosphatase, very different in terms of both amino acid sequence and structure, have been characterised to date: soluble and transmembrane proton-pumping pyrophosphatases (sPPases and H(+)-PPases, respectively). sPPases are ubiquitous proteins that hydrolyse pyrophosphate to release heat, whereas H+-PPases, so far unidentified in animal and fungal cells, couple the energy of PPi hydrolysis to proton movement across biological membranes. The latter type is represented by this group of proteins. H+-PPases vacuolar-type inorganic pyrophosphatases (V-PPase) or pyrophosphate-energised vacuolar membrane proton pumps. In plants, vacuoles contain two enzymes for acidifying the interior of the vacuole, the V-ATPase and the V-PPase (V is for vacuolar). Two distinct biochemical subclasses of H+-PPases have been characterised to date: K+-stimulated and K+-insensitive.'), ('H+, Na+-translocating pyrophosphatase family', 'wikiPageWikiLink', 'Archaea'), ('H+, Na+-translocating pyrophosphatase family', 'wikiPageWikiLink', 'Algae'), ('H+, Na+-translocating pyrophosphatase family', 'wikiPageWikiLink', 'Protozoa')]
('inorganic diphosphatase', 'IS_A', 'H+, Na+-translocating Pyrophosphatase (M+-PPase) Family');False;;False;
('soluble inorganic diphosphatase (sPPases)', 'IS_A', 'inorganic diphosphatase');False;;False;
('transmembrane proton-pumping pyrophosphatases (H(+)-PPases)', 'IS_A', 'inorganic diphosphatase');False;;False;
('Sandip Sen', 'BORN_ON', '04/10/1966');True;[('Sandip Sen', 'BORN_ON', '1966'), ('Sandip Sen', 'BORN_ON', '1966')];True;[('Sandip Sen', 'BORN_IN', '1966'), ('Sandip Sen', 'BORN_ON', '1966'), ('Sandip Sen', 'BORN_IN', '1966'), ('Sandip Sen', 'BORN_ON', '1966')]
('Sandip Sen', 'HAS_NATIONALITY', 'Mumbai');False;;True;[('Sandip Sen', 'HAS_NATIONALITY', 'Indian'), ('Sandip Sen', 'nationality', 'Indian'), ('Sandip Sen', 'subject', 'Businesspeople from Mumbai'), ('Sandip Sen', 'wikiPageWikiLink', 'Mumbai'), ('Sandip Sen', 'wikiPageWikiLink', 'Businesspeople from Mumbai')]
('Sandip Sen', 'HAS_OCCUPATION', 'Aegis Limited');False;;True;[('Sandip Sen', 'HAS_OCCUPATION', 'Global Chief Executive Officer & Executive Director Aegis Ltd'), ('Sandip Sen', 'occupation', 'Global Chief Executive Officer & Executive Director Aegis Ltd'), ('Sandip Sen', 'HAS_OCCUPATION', 'Chief Executive Officer'), ('Sandip Sen', 'occupation', 'Chief Executive Officer'), ('Sandip Sen', 'HAS_OCCUPATION', 'Sandip Sen  PersonFunction  1'), ('Sandip Sen', 'occupation', 'Sandip Sen  PersonFunction  1')]
('Aegis Limited', 'LOCATED_IN', 'Mumbai');False;;False;
('Sandip Sen', 'MEMBER_OF', 'Aegis Limited');False;;False;
"(""1936 Summer Olympics men's coxless fours competition"", 'OCCURS_IN', 'Grünau, Langer See, Berlin')";False;;True;"[(""Rowing at the 1936 Summer Olympics – Men's coxless four"", 'goldnoc', 'GER'), (""Rowing at the 1936 Summer Olympics – Men's coxless four"", 'wikiPageWikiLink', 'Berlin'), (""Rowing at the 1936 Summer Olympics – Men's coxless four"", 'wikiPageWikiLink', 'Langer See'), ('1936 Summer Olympics', 'host', 'GER'), ('1936 Summer Olympics', 'wikiPageWikiLink', 'Berlin')]"
('Gregory Brigman', 'BORN_ON', '1987-02-27');True;[('Gregory Brigman', 'BORN_ON', '1987'), ('Gregory Brigman', 'BORN_ON', '1987')];True;[('Gregory Brigman', 'BORN_IN', '1987'), ('Gregory Brigman', 'BORN_ON', '1987'), ('Gregory Brigman', 'BORN_IN', '1987'), ('Gregory Brigman', 'BORN_ON', '1987')]
('Gregory Brigman', 'HAS_NATIONALITY', 'American');True;[('Gregory Brigman', 'HAS_NATIONALITY', 'American')];True;[('Gregory Brigman', 'HAS_NATIONALITY', 'American'), ('Gregory Brigman', 'nationality', 'United States')]
('Gregory Brigman', 'PARTICIPATES_IN', 'United States National Paralympic Team call-up');False;;True;[('Gregory Brigman', 'wikiPageWikiLink', 'United States national 7-a-side football team'), ('Gregory Brigman', 'stateOfOrigin', 'United States'), ('Gregory Brigman', 'nationality', 'United States')]
('Gregory Brigman', 'PARTICIPATES_IN', 'Competition in Salou');False;;True;[('Gregory Brigman', 'wikiPageWikiLink', 'Salou')]
('Gregory Brigman', 'PARTICIPATES_IN', '2016 Rio Games');False;;True;[('Gregory Brigman', 'OCCURRED_IN', '2016'), ('Gregory Brigman', 'OCCURRED_IN', '2016')]
('Bike', 'LOCATED_IN', 'United Kingdom');False;;True;[('Bike (TV channel)', 'subject', 'Sports television channels in the United Kingdom'), ('Bike (TV channel)', 'wikiPageWikiLink', 'United Kingdom'), ('Bike (TV channel)', 'wikiPageWikiLink', 'Sports television channels in the United Kingdom'), ('Bike (TV channel)', 'area', 'United Kingdom'), ('Bike (TV channel)', 'LOCATED_IN', 'Italy'), ('Bike (TV channel)', 'LOCATED_IN', 'Italy'), ('Bike (TV channel)', 'LOCATED_IN', 'Italy')]
('Ceasing of Bike Channel', 'OCCURS_IN', 'United Kingdom');False;;False;
