triple;exact_accuracy;gold_triple_exact;partial_accuracyV2;gold_triple_partialV2
('Wired for Sound', 'FEATURED_IN', 'Wired for Sound');False;;True;[('Wired for Sound (song)', 'label', 'Wired for Sound (song)'), ('Wired for Sound (song)', 'name', 'Wired for Sound'), ('Wired for Sound (song)', 'name', 'Wired for Sound'), ('Wired for Sound (song)', 'cover', 'Wired for Sound Cliff Richard single sleeve.jpg'), ('Wired for Sound (song)', 'title', 'Wired for Sound'), ('Wired for Sound (song)', 'wikiPageWikiLink', 'Wired for Sound'), ('Wired for Sound (song)', 'sameAs', 'Wired for Sound'), ('Wired for Sound (song)', 'sameAs', 'Wired for Sound (song)'), ('Wired for Sound (song)', 'album', 'Wired for Sound'), ('Wired for Sound (song)', 'wasDerivedFrom', 'Wired for Sound (song)?oldid=1097280639&ns=0'), ('Wired for Sound (song)', 'album', 'Wired for Sound'), ('Wired for Sound (song)', 'isPrimaryTopicOf', 'Wired for Sound (song)'), ('Wired for Sound', 'label', 'Wired for Sound'), ('Wired for Sound', 'name', 'Wired for Sound'), ('Wired for Sound', 'cover', 'Wired for Sound.jpg'), ('Wired for Sound', 'title', 'Wired for Sound'), ('Wired for Sound', 'wikiPageWikiLink', 'Wired for Sound (song)'), ('Wired for Sound', 'sameAs', 'Wired for Sound'), ('Wired for Sound', 'sameAs', 'Wired for Sound'), ('Wired for Sound', 'sameAs', 'Wired for Sound'), ('Wired for Sound', 'wasDerivedFrom', 'Wired for Sound?oldid=1113283949&ns=0'), ('Wired for Sound', 'isPrimaryTopicOf', 'Wired for Sound')]
('Wired for Sound', 'RANKED_ON', 'UK Singles Chart');False;;True;[('Wired for Sound (song)', 'type', 'single'), ('Wired for Sound (song)', 'wikiPageWikiLink', 'UK Singles Chart'), ('Wired for Sound', 'wikiPageWikiLink', 'UK singles chart')]
('Wired for Sound', 'HAS_RECORD', 'EMI Records');False;;True;[('Wired for Sound (song)', 'subject', 'EMI Records singles'), ('Wired for Sound (song)', 'wikiPageWikiLink', 'EMI Records singles'), ('Wired for Sound (song)', 'wikiPageWikiLink', 'EMI Records'), ('Wired for Sound (song)', 'label', 'EMI Records'), ('Wired for Sound (song)', 'RELEASED_BY', 'EMI Records'), ('Wired for Sound (song)', 'recordLabel', 'EMI Records'), ('Wired for Sound', 'subject', 'EMI Records albums'), ('Wired for Sound', 'wikiPageWikiLink', 'EMI Records albums'), ('Wired for Sound', 'wikiPageWikiLink', 'EMI Records'), ('Wired for Sound', 'label', 'EMI Records')]
('Milton Keynes Shopping Centre', 'LOCATED_IN', 'Wired for Sound');False;;False;
('Pinckney Corners Cemetery', 'LOCATED_IN', 'Copenhagen');True;[('Pinckney Corners Cemetery', 'LOCATED_IN', 'Pinckney Rd., near Copenhagen, New York'), ('Pinckney Corners Cemetery', 'LOCATED_IN', 'Copenhagen, New York')];True;[('Pinckney Corners Cemetery', 'LOCATED_IN', 'Pinckney Rd., near Copenhagen, New York'), ('Pinckney Corners Cemetery', 'location', 'Pinckney Rd., near Copenhagen, New York'), ('Pinckney Corners Cemetery', 'LOCATED_IN', 'Copenhagen, New York'), ('Pinckney Corners Cemetery', 'location', 'Copenhagen, New York'), ('Pinckney Corners Cemetery', 'wikiPageWikiLink', 'Copenhagen, New York')]
('Pinckney Corners Cemetery', 'LOCATED_IN', 'Lewis County');False;;True;[('Pinckney Corners Cemetery', 'LOCATED_IN', 'Pinckney Rd., near Copenhagen, New York'), ('Pinckney Corners Cemetery', 'LOCATED_IN', 'Copenhagen, New York'), ('Pinckney Corners Cemetery', 'subject', 'Buildings and structures in Lewis County, New York'), ('Pinckney Corners Cemetery', 'subject', 'National Register of Historic Places in Lewis County, New York'), ('Pinckney Corners Cemetery', 'wikiPageWikiLink', 'Buildings and structures in Lewis County, New York'), ('Pinckney Corners Cemetery', 'wikiPageWikiLink', 'Lewis County, New York'), ('Pinckney Corners Cemetery', 'wikiPageWikiLink', 'National Register of Historic Places in Lewis County, New York')]
('Pinckney Corners Cemetery', 'LOCATED_IN', 'New York');True;[('Pinckney Corners Cemetery', 'LOCATED_IN', 'Pinckney Rd., near Copenhagen, New York'), ('Pinckney Corners Cemetery', 'LOCATED_IN', 'Copenhagen, New York')];True;[('Pinckney Corners Cemetery', 'LOCATED_IN', 'Pinckney Rd., near Copenhagen, New York'), ('Pinckney Corners Cemetery', 'location', 'Pinckney Rd., near Copenhagen, New York'), ('Pinckney Corners Cemetery', 'LOCATED_IN', 'Copenhagen, New York'), ('Pinckney Corners Cemetery', 'location', 'Copenhagen, New York'), ('Pinckney Corners Cemetery', 'subject', 'Buildings and structures in Lewis County, New York'), ('Pinckney Corners Cemetery', 'subject', 'National Register of Historic Places in Lewis County, New York'), ('Pinckney Corners Cemetery', 'subject', 'Cemeteries on the National Register of Historic Places in New York (state)'), ('Pinckney Corners Cemetery', 'wikiPageWikiLink', 'Copenhagen, New York'), ('Pinckney Corners Cemetery', 'wikiPageWikiLink', 'Buildings and structures in Lewis County, New York'), ('Pinckney Corners Cemetery', 'wikiPageWikiLink', 'Lewis County, New York'), ('Pinckney Corners Cemetery', 'wikiPageWikiLink', 'National Register of Historic Places in Lewis County, New York'), ('Pinckney Corners Cemetery', 'wikiPageWikiLink', 'Cemeteries on the National Register of Historic Places in New York (state)')]
('Pinckney Corners Cemetery', 'LISTED_AS_HISTORIC', 'National Register of Historic Places');False;;True;[('Pinckney Corners Cemetery', 'type', 'place'), ('Pinckney Corners Cemetery', 'type', 'Place'), ('Pinckney Corners Cemetery', 'type', 'historic place'), ('Pinckney Corners Cemetery', 'subject', 'National Register of Historic Places in Lewis County, New York'), ('Pinckney Corners Cemetery', 'subject', 'Cemeteries on the National Register of Historic Places in New York (state)'), ('Pinckney Corners Cemetery', 'wikiPageWikiLink', 'National Register of Historic Places in Lewis County, New York'), ('Pinckney Corners Cemetery', 'wikiPageWikiLink', 'Cemeteries on the National Register of Historic Places in New York (state)'), ('Pinckney Corners Cemetery', 'wikiPageWikiLink', 'National Register of Historic Places')]
('Florence White', 'CREATED', 'White Treasures');False;;True;[('Florence White (painter)', 'wikiPageWikiLink', 'http://dbpedia.org/resource/File:Florence White - White Treasures.jpg')]
('Florence White', 'PARTICIPATES_IN', 'Exhibition of the Royal Academy of Arts');False;;True;[('Florence White (painter)', 'wikiPageWikiLink', 'http://dbpedia.org/resource/Royal Academy of Arts'), ('Florence White (painter)', 'wikiPageWikiLink', 'http://dbpedia.org/resource/Royal Academy of Arts')]
('Florence White', 'PARTICIPATES_IN', 'Exhibition of the Royal Academy of Arts');False;;True;[('Florence White (painter)', 'wikiPageWikiLink', 'http://dbpedia.org/resource/Royal Academy of Arts'), ('Florence White (painter)', 'wikiPageWikiLink', 'http://dbpedia.org/resource/Royal Academy of Arts')]
('Florence White', 'MEMBER_OF', 'Society of Lady Artists');False;;True;[('Florence White (painter)', 'wikiPageWikiLink', 'Society of Lady Artists')]
('Jake Fenlason', 'BORN_ON', '02/02/1993');True;[('Jake Fenlason', 'BORN_ON', '1993'), ('Jake Fenlason', 'BORN_ON', '1993')];True;[('Jake Fenlason', 'OCCURRED_IN', '1993'), ('Jake Fenlason', 'OCCURRED_IN', '1993'), ('Jake Fenlason', 'BORN_IN', '1993'), ('Jake Fenlason', 'BORN_ON', '1993'), ('Jake Fenlason', 'BORN_IN', '1993'), ('Jake Fenlason', 'BORN_ON', '1993')]
('Jonathan Rosand', 'HAS_OCCUPATION', 'Chief of the Division of Neurocritical Care and Emergency Neurology');False;;True;[('Jonathan Rosand', 'wikiPageWikiLink', 'Neurology')]
('Jonathan Rosand', 'HAS_OCCUPATION', 'Medical Director of the Neurosciences Intensive Care Unit');False;;False;
('Jonathan Rosand', 'HAS_OCCUPATION', 'Founder of the International Stroke Genetics Consortium');False;;True;[('Jonathan Rosand', 'comment', 'Harvard Medical School Fellowship Training Programs in both Neurocritical Care and Vascular Neurology. He is the founder of the International Stroke Genetics Consortium and served as '), ('Jonathan Rosand', 'abstract', 'Harvard Medical School Fellowship Training Programs in both Neurocritical Care and Vascular Neurology. He is the founder of the International Stroke Genetics Consortium and served as its inaugural steering committee chair.'), ('Jonathan Rosand', 'wikiPageWikiLink', 'Stroke')]
('Jonathan Rosand', 'HAS_OCCUPATION', 'Inaugural Steering Committee Chair');False;;True;[('Jonathan Rosand', 'abstract', 'Harvard Medical School Fellowship Training Programs in both Neurocritical Care and Vascular Neurology. He is the founder of the International Stroke Genetics Consortium and served as its inaugural steering committee chair.')]
('Jonathan Rosand', 'STUDIED_AT', 'Harvard Medical School');False;;True;[('Jonathan Rosand', 'comment', 'Harvard Medical School Fellowship Training Programs in both Neurocritical Care and Vascular Neurology. He is the founder of the International Stroke Genetics Consortium and served as '), ('Jonathan Rosand', 'abstract', 'Harvard Medical School Fellowship Training Programs in both Neurocritical Care and Vascular Neurology. He is the founder of the International Stroke Genetics Consortium and served as its inaugural steering committee chair.'), ('Jonathan Rosand', 'subject', 'Harvard Medical School faculty'), ('Jonathan Rosand', 'wikiPageWikiLink', 'Harvard Medical School faculty'), ('Jonathan Rosand', 'wikiPageWikiLink', 'Harvard Medical School'), ('Jonathan Rosand', 'WORKS_AT', 'Harvard Medical School'), ('Jonathan Rosand', 'workInstitutions', 'Harvard Medical School')]
('Jonathan Rosand', 'HAS_ORGANIZATION', 'Broad Institute of MIT and Harvard');False;;True;[('Jonathan Rosand', 'WORKS_AT', 'Broad Institute of MIT and Harvard'), ('Jonathan Rosand', 'workInstitutions', 'Broad Institute of MIT and Harvard'), ('Jonathan Rosand', 'wikiPageWikiLink', 'Broad Institute')]
('Jonathan Rosand', 'HAS_ORGANIZATION', 'Massachusetts General Hospital');False;;True;[('Jonathan Rosand', 'subject', 'Massachusetts General Hospital faculty'), ('Jonathan Rosand', 'wikiPageWikiLink', 'Massachusetts General Hospital faculty'), ('Jonathan Rosand', 'wikiPageWikiLink', 'Massachusetts General Hospital'), ('Jonathan Rosand', 'WORKS_AT', 'Massachusetts General Hospital'), ('Jonathan Rosand', 'workInstitutions', 'Massachusetts General Hospital')]
('William Norman Herbert', 'BORN_ON', '26/08/1880');True;[('William Norman Herbert', 'BORN_ON', '1880'), ('William Norman Herbert', 'BORN_ON', '1880')];True;[('William Norman Herbert', 'BORN_IN', '1880'), ('William Norman Herbert', 'BORN_ON', '1880'), ('William Norman Herbert', 'BORN_IN', '1880'), ('William Norman Herbert', 'BORN_ON', '1880')]
('William Norman Herbert', 'DIED_ON', '26/04/1949');True;[('William Norman Herbert', 'DIED_ON', '1949'), ('William Norman Herbert', 'DIED_ON', '1949')];True;[('William Norman Herbert', 'OCCURRED_IN', '1949'), ('William Norman Herbert', 'OCCURRED_IN', '1949'), ('William Norman Herbert', 'DIED_IN', '1949'), ('William Norman Herbert', 'DIED_ON', '1949'), ('William Norman Herbert', 'DIED_IN', '1949'), ('William Norman Herbert', 'DIED_ON', '1949')]
('William Norman Herbert', 'PARTICIPATES_IN', 'Battle of France');False;;True;[('William Norman Herbert', 'wikiPageWikiLink', 'Battle of France')]
('William Norman Herbert', 'HAS_OCCUPATION', 'Northumberland Fusiliers');False;;True;[('William Norman Herbert', 'subject', 'Royal Northumberland Fusiliers officers'), ('William Norman Herbert', 'wikiPageWikiLink', 'Royal Northumberland Fusiliers'), ('William Norman Herbert', 'wikiPageWikiLink', 'Royal Northumberland Fusiliers officers'), ('William Norman Herbert', 'title', 'Royal Northumberland Fusiliers'), ('William Norman Herbert', 'PART_OF', 'Royal Northumberland Fusiliers'), ('William Norman Herbert', 'unit', 'Royal Northumberland Fusiliers'), ('William Norman Herbert', 'PART_OF', 'Royal Northumberland Fusiliers'), ('William Norman Herbert', 'militaryUnit', 'Royal Northumberland Fusiliers')]
('Japan Academy Film Prize 2016', 'AWARDED_IN', 'Japan Academy Film Prize');True;[('39th Japan Academy Film Prize', 'award', 'Japan Academy Film Prize')];True;[('39th Japan Academy Film Prize', 'label', '39th Japan Academy Film Prize'), ('39th Japan Academy Film Prize', 'subject', 'Japan Academy Film Prize'), ('39th Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Prize for Best Film Editing'), ('39th Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Prize for Outstanding Performance by an Actress in a Leading Role'), ('39th Japan Academy Film Prize', 'wikiPageWikiLink', '38th Japan Academy Film Prize'), ('39th Japan Academy Film Prize', 'wikiPageWikiLink', '40th Japan Academy Film Prize'), ('39th Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Film Prize'), ('39th Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan'), ('39th Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Film Prize'), ('39th Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Prize for Animation of the Year'), ('39th Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Prize for Director of the Year'), ('39th Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Prize for Outstanding Foreign Language Film'), ('39th Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Prize for Outstanding Performance by an Actor in a Leading Role'), ('39th Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Prize for Outstanding Performance by an Actor in a Supporting Role'), ('39th Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Prize for Outstanding Performance by an Actress in a Supporting Role'), ('39th Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Prize for Picture of the Year'), ('39th Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Prize for Screenplay of the Year'), ('39th Japan Academy Film Prize', 'sameAs', '39th Japan Academy Prize'), ('39th Japan Academy Film Prize', 'WON_AWARD', 'Japan Academy Film Prize'), ('39th Japan Academy Film Prize', 'award', 'Japan Academy Film Prize'), ('39th Japan Academy Film Prize', 'wasDerivedFrom', '39th Japan Academy Film Prize?oldid=1102321322&ns=0'), ('39th Japan Academy Film Prize', 'isPrimaryTopicOf', '39th Japan Academy Film Prize'), ('Category:Japan Academy Film Prize', 'label', 'Japan Academy Film Prize'), ('Japan Academy Film Prize', 'label', 'Japan Academy Film Prize'), ('Japan Academy Film Prize', 'name', 'Japan Academy Film Prize'), ('Category:Japan Academy Film Prize', 'prefLabel', 'Japan Academy Film Prize'), ('Japan Academy Film Prize', 'name', 'Japan Academy Film Prize'), ('Japan Academy Film Prize', 'LOCATED_IN', 'Japan'), ('Japan Academy Film Prize', 'country', 'Japan'), ('Japan Academy Film Prize', 'presenter', 'Japan Academy Film Prize Association'), ('Japan Academy Film Prize', 'subject', 'Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Film Prize for Animation of the Year'), ('Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Film Prize for Outstanding Foreign Language Film'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '23rd Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '24th Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '25th Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '26th Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '27th Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '28th Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '29th Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '30th Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '31st Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '32nd Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '33rd Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '34th Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '35th Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '36th Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '37th Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '38th Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '39th Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '40th Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '41st Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '42nd Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '43rd Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '44th Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', '45th Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Film Prize'), ('Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Film Prize for Best Film Editing'), ('Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Film Prize for Director of the Year'), ('Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Film Prize for Outstanding Performance by an Actor in a Leading Role'), ('Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Film Prize for Outstanding Performance by an Actor in a Supporting Role'), ('Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Film Prize for Outstanding Performance by an Actress in a Leading Role'), ('Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Film Prize for Outstanding Performance by an Actress in a Supporting Role'), ('Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Film Prize for Picture of the Year'), ('Japan Academy Film Prize', 'wikiPageWikiLink', 'Japan Academy Film Prize for Screenplay of the Year'), ('Japan Academy Film Prize', 'wikiPageWikiLink', 'Film'), ('Japan Academy Film Prize', 'sameAs', 'Japan Academy Film Prize'), ('Japan Academy Film Prize', 'sameAs', 'Japan Academy Prize'), ('Japan Academy Film Prize', 'sameAs', 'Japan Academy Prize (film)'), ('Japan Academy Film Prize', 'sameAs', 'Japan Academy Prize'), ('Category:Japan Academy Film Prize', 'wasDerivedFrom', 'Category:Japan Academy Film Prize?oldid=964731810&ns=14'), ('Japan Academy Film Prize', 'wasDerivedFrom', 'Japan Academy Film Prize?oldid=1124151812&ns=0'), ('Japan Academy Film Prize', 'isPrimaryTopicOf', 'Japan Academy Film Prize')]
('Japan Academy Film Prize', 'OCCURS_IN', '04/03/2016');False;;True;[('39th Japan Academy Film Prize', 'OCCURRED_IN', '2016'), ('39th Japan Academy Film Prize', 'OCCURRED_IN', '2016'), ('39th Japan Academy Film Prize', 'OCCURRED_IN', '2016'), ('39th Japan Academy Film Prize', 'OCCURRED_IN', '2016'), ('39th Japan Academy Film Prize', 'OCCURRED_IN', '2016'), ('39th Japan Academy Film Prize', 'OCCURRED_IN', '2016'), ('Japan Academy Film Prize', 'OCCURRED_IN', '2016')]
('Japan Academy Film Prize', 'HELD_AT', 'Tokyo');False;;True;[('39th Japan Academy Film Prize', 'LOCATED_IN', 'Grand Prince Hotel New Takanawa, Tokyo, Japan'), ('39th Japan Academy Film Prize', 'site', 'Grand Prince Hotel New Takanawa, Tokyo, Japan'), ('39th Japan Academy Film Prize', 'wikiPageWikiLink', 'Tokyo'), ('Japan Academy Film Prize', 'wikiPageWikiLink', 'Tokyo Tower: Mom and Me, and Sometimes Dad'), ('Japan Academy Film Prize', 'wikiPageWikiLink', 'Minato, Tokyo')]
('Tokyo', 'LOCATED_IN', 'Japan');False;;False;
('Pukhov', 'HAS_NOTABLE_PERSON', 'Ilya Pukhov');False;;True;[('Pukhov', 'label', 'Pukhov'), ('Pukhov', 'wikiPageWikiLink', 'Ilya Pukhov'), ('Pukhov', 'wikiPageDisambiguates', 'Ilya Pukhov'), ('Pukhov', 'sameAs', 'Pukhov'), ('Pukhov', 'isPrimaryTopicOf', 'Pukhov')]
