triple;exact_accuracy;gold_triple_exact;partial_accuracyV2;gold_triple_partialV2
('Chincholi', 'LOCATED_IN', 'Kalaburagi');True;[('Kanakpur,Chincholi', 'LOCATED_IN', 'Kalaburagi'), ('Kanakpur,Chincholi', 'LOCATED_IN', 'Kalaburagi')];True;[('Kanakpur,Chincholi', 'LOCATED_IN', 'India'), ('Kanakpur,Chincholi', 'LOCATED_IN', 'Kalaburagi'), ('Kanakpur,Chincholi', 'LOCATED_IN', 'Kalaburagi'), ('Kanakpur,Chincholi', 'located in the administrative territorial entity', 'Kalaburagi'), ('Kanakpur,Chincholi', 'description', 'village in Kalaburagi District')]
('Kalaburagi', 'LOCATED_IN', 'Karnataka');True;[('Kalaburagi', 'LOCATED_IN', 'Karnataka'), ('Kalaburagi', 'LOCATED_IN', 'Karnataka')];True;[('Kalaburagi', 'LOCATED_IN', 'India'), ('Kalaburagi', 'LOCATED_IN', 'Kalaburagi division'), ('Kalaburagi', 'LOCATED_IN', 'Kalaburagi division'), ('Kalaburagi', 'LOCATED_IN', 'Karnataka'), ('Kalaburagi', 'LOCATED_IN', 'Karnataka'), ('Kalaburagi', 'located in the administrative territorial entity', 'Karnataka'), ('Kalaburagi', 'LOCATED_IN', 'Bahmani Sultanate'), ('Kalaburagi', 'LOCATED_IN', 'Kalaburgi district'), ('Kalaburagi', 'LOCATED_IN', 'Kalaburgi district'), ('Kalaburagi', 'description', 'former legislative assembly constituency in Karnataka, India'), ('Kalaburagi', 'description', 'city in Karnataka, India'), ('Kalaburagi', 'instance of', 'former constituency of the Karnataka Legislative Assembly')]
('Kanakpur', 'FORMERLY', 'Karakmukli');False;;False;
('Semera', 'PART_OF', 'Representation in the Sarawak State Legislative Assembly');False;;True;[('Semera', 'description', 'formerly represented in the Sarawak State Legislative Assembly'), ('Semera', 'description', 'formerly represented in the Sarawak State Legislative Assembly')]
('Timetree', 'MENTIONED_IN', 'On the Origin of Species');False;;False;
('On the Origin of Species', 'AUTHORED_BY', 'Charles Darwin');False;;False;
('Connor Freff Cochran', 'HAS_OCCUPATION', 'Connor Freff Cochran');False;;True;[('Connor Freff Cochran', 'HAS_OCCUPATION', 'comics artist'), ('Connor Freff Cochran', 'occupation', 'comics artist'), ('Connor Freff Cochran', 'given name', 'Connor'), ('Connor Freff Cochran', 'label', 'Connor Freff Cochran')]
('Connor Freff Cochran', 'FOUNDED', 'Conlan Press');False;;False;
('Peter S. Beagle', 'HAS_OCCUPATION', 'Peter S. Beagle');False;;True;"[('Peter S. Beagle', 'HAS_OCCUPATION', 'writer'), ('Peter S. Beagle', 'occupation', 'writer'), ('Peter S. Beagle', 'given name', 'Peter'), ('Peter S. Beagle', ""topic's main category"", 'Category:Peter S. Beagle'), ('Peter S. Beagle', 'Commons category', 'Peter S. Beagle'), ('Peter S. Beagle', 'HAS_OCCUPATION', 'screenwriter'), ('Peter S. Beagle', 'occupation', 'screenwriter'), ('Peter S. Beagle', 'HAS_OCCUPATION', 'novelist'), ('Peter S. Beagle', 'occupation', 'novelist'), ('Peter S. Beagle', 'label', 'Peter S. Beagle'), ('Peter S. Beagle', 'name in native language', 'Peter S. Beagle'), ('Peter S. Beagle', 'name in native language', 'Peter S. Beagle ')]"
('Connor Freff Cochran', 'MEMBER_OF', 'Avicenna Development Corporation');False;;False;
('Connor Freff Cochran', 'MEMBER_OF', 'Conlan Press, Inc.');False;;False;
('Louis Franklin Olinde', 'PLAYS_FOR', 'Alba Berlin');False;;True;[('Louis Olinde', 'PLAYS_FOR', 'Bamberg Baskets')]
('Alba Berlin', 'PARTICIPATES_IN', 'German Basketball Bundesliga (BBL)');False;;True;[('Alba Berlin', 'league or competition', 'Basketball Bundesliga'), ('Alba Berlin', 'sport', 'basketball')]
('Alba Berlin', 'PARTICIPATES_IN', 'EuroLeague');False;;False;
('Louis Franklin Olinde', 'HAS_NATIONALITY', 'Hamburg');False;;True;[('Louis Olinde', 'BORN_IN', 'Hamburg'), ('Louis Olinde', 'place of birth', 'Hamburg'), ('Louis Olinde', 'HAS_NATIONALITY', 'German')]
('Louis Franklin Olinde', 'BORN_ON', 'Hamburg');False;;True;[('Louis Olinde', 'BORN_IN', 'Hamburg'), ('Louis Olinde', 'place of birth', 'Hamburg'), ('Louis Olinde', 'BORN_ON', '19/03/1998')]
('Louis Franklin Olinde', 'HAS_OCCUPATION', 'Alba Berlin');False;;True;[('Louis Olinde', 'HAS_OCCUPATION', 'basketball player'), ('Louis Olinde', 'occupation', 'basketball player')]
('Louis Franklin Olinde', 'HAS_FATHER', 'Wilbert Olinde');False;;True;[('Louis Olinde', 'HAS_SURNAME', 'Olinde'), ('Louis Olinde', 'family name', 'Olinde')]
('Judith Friedlander', 'HAS_OCCUPATION', 'Hunter College');False;;True;[('Judith Friedlander', 'HAS_OCCUPATION', 'anthropologist'), ('Judith Friedlander', 'occupation', 'anthropologist'), ('Judith Friedlander', 'WORKS_AT', 'Hunter College'), ('Judith Friedlander', 'employer', 'Hunter College'), ('Judith Friedlander', 'HAS_OCCUPATION', 'anthropologist'), ('Judith Friedlander', 'occupation', 'anthropologist'), ('Judith Friedlander', 'WORKS_AT', 'Hunter College'), ('Judith Friedlander', 'employer', 'Hunter College'), ('Judith Friedlander', 'HAS_OCCUPATION', 'anthropologist'), ('Judith Friedlander', 'occupation', 'anthropologist'), ('Judith Friedlander', 'WORKS_AT', 'Hunter College'), ('Judith Friedlander', 'employer', 'Hunter College')]
('Judith Friedlander', 'HAS_OCCUPATION', 'Hunter College');False;;True;[('Judith Friedlander', 'HAS_OCCUPATION', 'anthropologist'), ('Judith Friedlander', 'occupation', 'anthropologist'), ('Judith Friedlander', 'WORKS_AT', 'Hunter College'), ('Judith Friedlander', 'employer', 'Hunter College'), ('Judith Friedlander', 'HAS_OCCUPATION', 'anthropologist'), ('Judith Friedlander', 'occupation', 'anthropologist'), ('Judith Friedlander', 'WORKS_AT', 'Hunter College'), ('Judith Friedlander', 'employer', 'Hunter College'), ('Judith Friedlander', 'HAS_OCCUPATION', 'anthropologist'), ('Judith Friedlander', 'occupation', 'anthropologist'), ('Judith Friedlander', 'WORKS_AT', 'Hunter College'), ('Judith Friedlander', 'employer', 'Hunter College')]
('Judith Friedlander', 'HAS_OCCUPATION', 'Hunter College');False;;True;[('Judith Friedlander', 'HAS_OCCUPATION', 'anthropologist'), ('Judith Friedlander', 'occupation', 'anthropologist'), ('Judith Friedlander', 'WORKS_AT', 'Hunter College'), ('Judith Friedlander', 'employer', 'Hunter College'), ('Judith Friedlander', 'HAS_OCCUPATION', 'anthropologist'), ('Judith Friedlander', 'occupation', 'anthropologist'), ('Judith Friedlander', 'WORKS_AT', 'Hunter College'), ('Judith Friedlander', 'employer', 'Hunter College'), ('Judith Friedlander', 'HAS_OCCUPATION', 'anthropologist'), ('Judith Friedlander', 'occupation', 'anthropologist'), ('Judith Friedlander', 'WORKS_AT', 'Hunter College'), ('Judith Friedlander', 'employer', 'Hunter College')]
('Judith Friedlander', 'HAS_OCCUPATION', 'The New School');False;;True;[('Judith Friedlander', 'HAS_OCCUPATION', 'anthropologist'), ('Judith Friedlander', 'occupation', 'anthropologist')]
('Carys Phillips', 'BORN_ON', '12/11/1992');True;[('Carys Phillips', 'BORN_ON', '12/11/1992')];True;[('Carys Phillips', 'BORN_ON', '12/11/1992')]
('Carys Phillips', 'BORN_IN', 'Warrington');True;[('Carys Phillips', 'BORN_IN', 'Warrington')];True;[('Carys Phillips', 'BORN_IN', 'Warrington'), ('Carys Phillips', 'place of birth', 'Warrington')]
('Carys Phillips', 'HAS_NATIONALITY', 'Welsh');False;;True;[('Carys Phillips', 'HAS_NATIONALITY', 'English'), ('Carys Phillips', 'languages spoken, written or signed', 'Welsh'), ('Carys Phillips', 'description', 'Welsh rugby union player'), ('Carys Phillips', 'description', 'Welsh political candidate')]
('Carys Phillips', 'STUDIED_AT', 'Cardiff Metropolitan University');False;;True;[('Carys Phillips', 'EDUCATED_AT', 'Cardiff Metropolitan University'), ('Carys Phillips', 'educated at', 'Cardiff Metropolitan University')]
('Carys Phillips', 'PLAYS_FOR', 'Worcester Warriors');False;;True;"[('Carys Phillips', 'PLAYS_FOR', ""Wales women's national rugby union team"")]"
"('Carys Phillips', 'PLAYS_FOR', ""Wales women's national rugby union team"")";True;"[('Carys Phillips', 'PLAYS_FOR', ""Wales women's national rugby union team"")]";True;"[('Carys Phillips', 'PLAYS_FOR', ""Wales women's national rugby union team""), ('Carys Phillips', 'member of sports team', ""Wales women's national rugby union team""), ('Carys Phillips', 'sport', 'rugby union'), ('Carys Phillips', 'country for sport', 'Wales')]"
('Subir Bhattacharjee', 'BORN_ON', '21/12/1957');True;[('Subir Bhattacharjee', 'BORN_ON', '21/12/1957')];True;[('Subir Bhattacharjee', 'BORN_ON', '21/12/1957')]
('Subir Bhattacharjee', 'BORN_IN', 'Kolkata');True;[('Subir Bhattacharjee', 'BORN_IN', 'Kolkata')];True;[('Subir Bhattacharjee', 'BORN_IN', 'Kolkata'), ('Subir Bhattacharjee', 'place of birth', 'Kolkata')]
('Subir Bhattacharjee', 'HAS_NATIONALITY', 'Kolkata');False;;True;[('Subir Bhattacharjee', 'BORN_IN', 'Kolkata'), ('Subir Bhattacharjee', 'place of birth', 'Kolkata'), ('Subir Bhattacharjee', 'HAS_NATIONALITY', 'Indian')]
('Omar Yahya', 'BORN_ON', '20/06/1992');False;;True;[('Omar Yahya', 'BORN_ON', '1935')]
('Omar Yahya', 'HAS_NATIONALITY', 'Qatari');True;[('Omar Yahya', 'HAS_NATIONALITY', 'Qatari')];True;[('Omar Yahya', 'BORN_IN', 'Qatar'), ('Omar Yahya', 'place of birth', 'Qatar'), ('Omar Yahya', 'HAS_NATIONALITY', 'Qatari'), ('Omar Yahya', 'country of citizenship', 'Qatar'), ('Omar Yahya', 'HAS_NATIONALITY', 'Singapore')]
('Omar Yahya', 'PLAYS_FOR', 'Umm Salal SC');True;[('Omar Yahya', 'PLAYS_FOR', 'Umm Salal SC')];True;[('Omar Yahya', 'PLAYS_FOR', 'Umm Salal SC'), ('Omar Yahya', 'member of sports team', 'Umm Salal SC')]
('Omar Yahya', 'PLAYS_FOR', 'Al Sadd SC');False;;True;[('Omar Yahya', 'PLAYS_FOR', 'Umm Salal SC')]
('Yangzhou', 'LOCATED_IN', 'Jiangsu');True;[('Yangzhou', 'LOCATED_IN', 'Jiangsu'), ('Yangzhou', 'LOCATED_IN', 'Jiangsu')];True;"[('Yangzhou', 'LOCATED_IN', ""People's Republic of China""), ('Yangzhou', 'LOCATED_IN', 'Jiangsu'), ('Yangzhou', 'LOCATED_IN', 'Jiangsu'), ('Yangzhou', 'located in the administrative territorial entity', 'Jiangsu'), ('Yangzhou', 'LOCATED_IN', 'Yangtze'), ('Yangzhou', 'PART_OF', 'Jiangsu'), ('Yangzhou', 'part of', 'Jiangsu'), ('Yangzhou', 'LOCATED_IN', 'UTC+08:00'), ('Yangzhou', 'LOCATED_IN', 'Yang County'), ('Yangzhou', 'LOCATED_IN', 'Yang County'), ('Yangzhou', 'location map', 'https://commons.wikimedia.org/wiki/File:Yangzhou_locator_map_in_Jiangsu.svg'), ('Yangzhou', 'description', ""prefecture-level city in Jiangsu, People's Republic of China""), ('Yangzhou', 'LOCATED_IN', 'Sui dynasty'), ('Yangzhou', 'LOCATED_IN', 'Song dynasty'), ('Yangzhou', 'LOCATED_IN', 'Tang dynasty'), ('Yangzhou', 'LOCATED_IN', 'Reigning Dynasty'), ('Yangzhou', 'LOCATED_IN', 'Dasong'), ('Yangzhou', 'LOCATED_IN', 'Dasongguo'), ('Yangzhou', 'LOCATED_IN', 'Han')]"
('Yang Prefecture', 'LOCATED_IN', 'Yangzhou');False;;True;[('Yang Prefecture', 'alternative label', 'Yangzhou')]
('John Bowe', 'PARTICIPATES_IN', '1987 Yokohama/Bob Jane T-Marts 300');False;;False;
('Terry Sheil', 'PARTICIPATES_IN', '1987 Yokohama/Bob Jane T-Marts 300');False;;False;
('Larry Perkins', 'PARTICIPATES_IN', '1987 Yokohama/Bob Jane T-Marts 300');False;;True;[('Larry Perkins', 'number of wins', '0'), ('Larry Perkins', 'points for', '0'), ('Larry Perkins', 'pole positions', '0'), ('Larry Perkins', 'podium finishes', '0')]
"(""Bill O'Brien"", 'PARTICIPATES_IN', '1987 Yokohama/Bob Jane T-Marts 300')";False;;False;
('Tony Noske', 'PARTICIPATES_IN', '1987 Yokohama/Bob Jane T-Marts 300');False;;False;
('Garry Rush', 'PARTICIPATES_IN', '1987 Yokohama/Bob Jane T-Marts 300');False;;False;
('Graham Lorimer', 'PARTICIPATES_IN', '1987 Yokohama/Bob Jane T-Marts 300');False;;False;
('Tony Longhurst', 'PARTICIPATES_IN', '1987 Yokohama/Bob Jane T-Marts 300');False;;False;
('1987 Yokohama/Bob Jane T-Marts 300', 'OCCURS_IN', 'Calder Park Raceway');False;;False;
('Arizona Department of Gaming', 'LOCATED_IN', 'Arizona');True;[('Arizona Department of Gaming', 'LOCATED_IN', 'Arizona'), ('Arizona Department of Gaming', 'LOCATED_IN', 'Arizona')];True;[('Arizona Department of Gaming', 'description', 'gaming control board in Arizona'), ('Arizona Department of Gaming', 'label', 'Arizona Department of Gaming'), ('Arizona Department of Gaming', 'LOCATED_IN', 'United States'), ('Arizona Department of Gaming', 'LOCATED_IN', 'Arizona'), ('Arizona Department of Gaming', 'LOCATED_IN', 'Arizona'), ('Arizona Department of Gaming', 'located in the administrative territorial entity', 'Arizona'), ('Arizona Department of Gaming', 'LOCATED_IN', 'United States of America'), ('Arizona Department of Gaming', 'applies to jurisdiction', 'Arizona')]
('Arizona Department of Gaming', 'IS_TYPE_OF', 'Arizona Department of Gaming');False;;True;[('Arizona Department of Gaming', 'label', 'Arizona Department of Gaming'), ('Arizona Department of Gaming', 'LOCATED_IN', 'Arizona'), ('Arizona Department of Gaming', 'LOCATED_IN', 'Arizona'), ('Arizona Department of Gaming', 'located in the administrative territorial entity', 'Arizona'), ('Arizona Department of Gaming', 'applies to jurisdiction', 'Arizona')]
('Kim Song-bok', 'BORN_ON', '12/05/1952');True;[('Kim Song-bok', 'BORN_ON', '12/05/1952')];True;[('Kim Song-bok', 'BORN_ON', '12/05/1952')]
('Kim Song-bok', 'HAS_OCCUPATION', 'Kim Song-bok');False;;True;[('Kim Song-bok', 'label', 'Kim Song-bok'), ('Kim Song-bok', 'HAS_OCCUPATION', 'athlete'), ('Kim Song-bok', 'occupation', 'athlete')]
('Kim Song-bok', 'PARTICIPATES_IN', '1972 Summer Olympics');False;;True;[('Kim Song-bok', 'PARTICIPATED_IN', '1972 Summer Olympics'), ('Kim Song-bok', 'participant in', '1972 Summer Olympics')]
('Mariano de la Bárcena', 'DISCOVERED_IN', 'Tequixquiac');False;;False;
('Sacrum bone of Tequixquiac', 'LOCATED_IN', 'Tequixquiac');False;;True;[('Sacrum bone of Tequixquiac', 'label', 'Sacrum bone of Tequixquiac'), ('Sacrum bone of Tequixquiac', 'LOCATED_IN', 'Mexico'), ('Sacrum bone of Tequixquiac', 'DISCOVERED_IN', 'Tequixquiac Municipality'), ('Sacrum bone of Tequixquiac', 'location of discovery', 'Tequixquiac Municipality'), ('Sacrum bone of Tequixquiac', 'Commons category', 'Sacrum bone of Tequixquiac')]
('Sacrum bone of Tequixquiac', 'PART_OF', 'National Museum of Anthropology (Mexico)');False;;True;[('Sacrum bone of Tequixquiac', 'LOCATED_IN', 'Mexico'), ('Sacrum bone of Tequixquiac', 'country', 'Mexico')]
('Heligmomerus taprobanicus', 'BELONGS_TO', 'Sri Lanka');False;;False;
('pregnancy', 'CAUSES', 'Excess skin');False;;False;
('adipositas', 'CAUSES', 'Excess skin');False;;False;
('surgical treatment', 'TREATS', 'Excess skin');False;;False;
('surgical treatment', 'INCLUDES', 'abdominoplasty');False;;False;
('surgical treatment', 'INCLUDES', 'breast reduction');False;;False;
('surgical treatment', 'INCLUDES', 'brachioplasty');False;;False;
('Dermatology', 'STUDIES', 'Excess skin');False;;True;[('Dermatology', 'page(s)', 'i')]
('Heineken', 'LOCATED_IN', 'Surabaya');False;;True;[('Heineken', 'LOCATED_IN', 'Netherlands'), ('Heineken', 'LOCATED_IN', 'New Zealand'), ('Heineken', 'LOCATED_IN', 'The Nelson-Atkins Museum of Art')]
('Archipel Brouwerij Compagnie', 'LOCATED_IN', 'Batavia (now Jakarta)');False;;False;
"(""Beck's"", 'LOCATED_IN', 'Batavia (now Jakarta)')";False;;False;
"(""Beck's"", 'LOCATED_IN', 'Singapore')";False;;False;
('Heineken', 'PRODUCES', 'Bintang Beer');True;[('Heineken', 'PRODUCES', 'beer')];True;[('Heineken', 'PRODUCES', 'beer'), ('Heineken', 'product, material, or service produced or provided', 'beer')]
('Heineken', 'PRODUCES', 'Anker Beer');True;[('Heineken', 'PRODUCES', 'beer')];True;[('Heineken', 'PRODUCES', 'beer'), ('Heineken', 'product, material, or service produced or provided', 'beer')]
('Kolky', 'LOCATED_IN', 'Styr');False;;True;[('Kolky', 'LOCATED_IN', 'UTC+02:00'), ('Kolky', 'LOCATED_IN', 'UTC+03:00'), ('Kolky', 'LOCATED_IN', 'Ukraine'), ('Kolky', 'LOCATED_IN', 'Manevychi Raion'), ('Kolky', 'LOCATED_IN', 'Manevychi Raion'), ('Kolky', 'LOCATED_IN', 'Dubrovytsia Raion'), ('Kolky', 'LOCATED_IN', 'Dubrovytsia Raion'), ('Kolky', 'LOCATED_IN', 'Sluch River'), ('Kolky', 'LOCATED_IN', 'Ukraine'), ('Kolky', 'LOCATED_IN', 'Manevychi Raion'), ('Kolky', 'LOCATED_IN', 'Manevychi Raion'), ('Kolky', 'LOCATED_IN', 'UTC+02:00'), ('Kolky', 'LOCATED_IN', 'UTC+03:00'), ('Kolky', 'LOCATED_IN', 'Khmelnytskyi Raion'), ('Kolky', 'LOCATED_IN', 'Khmelnytskyi Raion')]
('Kolky', 'LOCATED_IN', 'Rudka');False;;True;[('Kolky', 'LOCATED_IN', 'UTC+02:00'), ('Kolky', 'LOCATED_IN', 'UTC+03:00'), ('Kolky', 'LOCATED_IN', 'Ukraine'), ('Kolky', 'LOCATED_IN', 'Manevychi Raion'), ('Kolky', 'LOCATED_IN', 'Manevychi Raion'), ('Kolky', 'LOCATED_IN', 'Dubrovytsia Raion'), ('Kolky', 'LOCATED_IN', 'Dubrovytsia Raion'), ('Kolky', 'LOCATED_IN', 'Sluch River'), ('Kolky', 'LOCATED_IN', 'Ukraine'), ('Kolky', 'LOCATED_IN', 'Manevychi Raion'), ('Kolky', 'LOCATED_IN', 'Manevychi Raion'), ('Kolky', 'LOCATED_IN', 'UTC+02:00'), ('Kolky', 'LOCATED_IN', 'UTC+03:00'), ('Kolky', 'LOCATED_IN', 'Khmelnytskyi Raion'), ('Kolky', 'LOCATED_IN', 'Khmelnytskyi Raion')]
('Occupation of Kolky', 'OCCURS_IN', 'Kolky');False;;True;[('Kolky', 'label', 'Kolky'), ('Kolky', 'alternative label', 'Kolky (Ukraine)'), ('Kolky', 'Commons category', 'Kolky, Volyn Oblast'), ('Kolky', 'Commons category', 'Kolky, Volyn Oblast'), ('Kolky', 'label', 'Kolky'), ('Kolky', 'alternative label', 'Kolky (Ukraine)')]
('Kolky Republic', 'OCCURS_IN', 'Kolky');False;;True;[('Kolky', 'label', 'Kolky'), ('Kolky', 'alternative label', 'Kolky (Ukraine)'), ('Kolky', 'Commons category', 'Kolky, Volyn Oblast'), ('Kolky', 'Commons category', 'Kolky, Volyn Oblast'), ('Kolky', 'label', 'Kolky'), ('Kolky', 'alternative label', 'Kolky (Ukraine)'), ('Kolky Republic', 'label', 'Kolky Republic'), ('Kolky Republic', 'capital', 'Kolky'), ('Kolky Republic', 'Commons category', 'Kolky Republic')]
('Genocide of Poles in Volhynia', 'OCCURS_IN', 'Kolky');False;;False;
('German air raids', 'OCCURS_IN', 'Kolky');False;;False;
('Volha Masiukovich', 'BORN_ON', '29/02/1992');True;[('Volha Masiukovich', 'BORN_ON', '29/02/1992')];True;[('Volha Masiukovich', 'BORN_ON', '29/02/1992')]
('Volha Masiukovich', 'PARTICIPATES_IN', '2013 UCI Track Cycling World Championships');False;;False;
('Volha Masiukovich', 'PARTICIPATES_IN', '2014 UCI Track Cycling World Championships');False;;False;
('Jamienne S. Studley', 'HAS_OCCUPATION', 'President and CEO');False;;False;
('Jamienne S. Studley', 'MEMBER_OF', 'WASC Senior College and University Commission (WSCUC)');False;;False;
('Jamienne S. Studley', 'HAS_OCCUPATION', 'Deputy Under Secretary');False;;False;
('Deputy Under Secretary', 'MEMBER_OF', 'U.S. Department of Education');False;;False;
('Jamienne S. Studley', 'HAS_OCCUPATION', 'President');False;;True;[('Jamienne S. Studley', 'description', 'First female president of Skidmore College')]
('President', 'MEMBER_OF', 'Skidmore College');False;;False;
('Yuva Puraskar', 'AWARDED', 'Sahitya Akademi India');False;;True;[('Yuva Puraskar', 'LOCATED_IN', 'India'), ('Yuva Puraskar', 'country', 'India'), ('Yuva Puraskar', 'SPONSORED_BY', 'Sahitya Akademi'), ('Yuva Puraskar', 'sponsor', 'Sahitya Akademi')]
('Yuva Puraskar', 'OCCURS_IN', 'Establishment of Yuva Puraskar');False;;True;[('list of Yuva Puraskar winners for Bodo', 'label', 'list of Yuva Puraskar winners for Bodo'), ('Yuva Puraskar', 'label', 'Yuva Puraskar')]
('Neulußheim', 'LOCATED_IN', 'Baden-Württemberg');False;;True;[('Neulußheim', 'LOCATED_IN', 'Central European Time'), ('Neulußheim', 'LOCATED_IN', 'Germany'), ('Neulußheim', 'LOCATED_IN', 'Neulußheim'), ('Neulußheim', 'LOCATED_IN', 'Neulußheim'), ('Neulußheim', 'LOCATED_IN', 'Central European Summer Time'), ('Neulußheim', 'LOCATED_IN', 'UTC+01:00'), ('Neulußheim', 'LOCATED_IN', 'UTC+02:00'), ('Neulußheim', 'LOCATED_IN', 'Germany'), ('Neulußheim', 'LOCATED_IN', 'Rhein-Neckar'), ('Neulußheim', 'LOCATED_IN', 'Rhein-Neckar'), ('Neulußheim', 'LOCATED_IN', 'Hockenheim VVG'), ('Neulußheim', 'LOCATED_IN', 'Hockenheim VVG'), ('Neulußheim', 'WikiTree category or space', 'Category: Neulußheim, Baden-Württemberg'), ('Neulußheim', 'LOCATED_IN', 'Neulußheim'), ('Neulußheim', 'LOCATED_IN', 'Neulußheim'), ('Neulußheim', 'LOCATED_IN', 'Central European Time'), ('Neulußheim', 'LOCATED_IN', 'Central European Summer Time')]
('Neulußheim station', 'LOCATED_IN', 'Neulußheim');True;[('Neulußheim', 'LOCATED_IN', 'Neulußheim'), ('Neulußheim', 'LOCATED_IN', 'Neulußheim'), ('Neulußheim', 'LOCATED_IN', 'Neulußheim'), ('Neulußheim', 'LOCATED_IN', 'Neulußheim')];True;"[('Neulußheim', 'description', 'railway station in Neulußheim, Germany'), ('Neulußheim', 'label', 'Neulußheim'), ('Neulußheim', 'LOCATED_IN', 'Central European Time'), ('Neulußheim', 'LOCATED_IN', 'Germany'), ('Neulußheim', 'LOCATED_IN', 'Neulußheim'), ('Neulußheim', 'LOCATED_IN', 'Neulußheim'), ('Neulußheim', 'located in the administrative territorial entity', 'Neulußheim'), ('Neulußheim', 'LOCATED_IN', 'Central European Summer Time'), ('Neulußheim', 'LOCATED_IN', 'UTC+01:00'), ('Neulußheim', 'LOCATED_IN', 'UTC+02:00'), ('Neulußheim', ""topic's main category"", 'Category:Neulußheim'), ('Neulußheim', 'LOCATED_IN', 'Germany'), ('Neulußheim', 'LOCATED_IN', 'Rhein-Neckar'), ('Neulußheim', 'LOCATED_IN', 'Rhein-Neckar'), ('Neulußheim', 'LOCATED_IN', 'Hockenheim VVG'), ('Neulußheim', 'LOCATED_IN', 'Hockenheim VVG'), ('Neulußheim', 'label', 'Neulußheim'), ('Neulußheim', 'description', 'railway station in Neulußheim, Germany'), ('Neulußheim', 'WikiTree category or space', 'Category: Neulußheim, Baden-Württemberg'), ('Neulußheim', 'LOCATED_IN', 'Neulußheim'), ('Neulußheim', 'LOCATED_IN', 'Neulußheim'), ('Neulußheim', 'located in the administrative territorial entity', 'Neulußheim'), ('Neulußheim', 'LOCATED_IN', 'Central European Time'), ('Neulußheim', 'LOCATED_IN', 'Central European Summer Time')]"
('Reconstruction of Neulußheim station', 'OCCURS_IN', 'Neulußheim station');False;;True;[('Neulußheim', 'label', 'Neulußheim'), ('Neulußheim', 'LOCATED_IN', 'Neulußheim'), ('Neulußheim', 'LOCATED_IN', 'Neulußheim'), ('Neulußheim', 'located in the administrative territorial entity', 'Neulußheim'), ('Neulußheim', 'label', 'Neulußheim'), ('Neulußheim', 'LOCATED_IN', 'Neulußheim'), ('Neulußheim', 'LOCATED_IN', 'Neulußheim'), ('Neulußheim', 'located in the administrative territorial entity', 'Neulußheim')]
('Budithi Bell and Brass Craft', 'IS_REGISTERED_AS', 'Andhra Pradesh');False;;True;[('Budithi', 'description', 'village in Saravakota mandal, Srikakulam district, Andhra Pradesh, India')]
('Budithi', 'LOCATED_IN', 'Srikakulam');False;;True;[('Budithi', 'description', 'village in Saravakota mandal, Srikakulam district, Andhra Pradesh, India'), ('Budithi', 'LOCATED_IN', 'India'), ('Budithi', 'LOCATED_IN', 'Saravakota mandal'), ('Budithi', 'LOCATED_IN', 'Saravakota mandal')]
('Srikakulam', 'LOCATED_IN', 'Andhra Pradesh');True;[('Srikakulam', 'LOCATED_IN', 'Andhra Pradesh'), ('Srikakulam', 'LOCATED_IN', 'Andhra Pradesh')];True;[('Srikakulam', 'LOCATED_IN', 'India'), ('Srikakulam', 'LOCATED_IN', 'Srikakulam district'), ('Srikakulam', 'LOCATED_IN', 'Srikakulam district'), ('Srikakulam', 'LOCATED_IN', 'Andhra Pradesh'), ('Srikakulam', 'LOCATED_IN', 'Andhra Pradesh'), ('Srikakulam', 'located in the administrative territorial entity', 'Andhra Pradesh'), ('Srikakulam', 'LOCATED_IN', 'UTC+05:30'), ('Srikakulam', 'LOCATED_IN', 'Ghantasala mandal'), ('Srikakulam', 'LOCATED_IN', 'Ghantasala mandal'), ('Srikakulam', 'description', 'city in Srikakulam district, Andhra Pradesh, India'), ('Srikakulam', 'description', 'village in Ghantasala mandal, Krishna district, Andhra Pradesh, India')]
('Halabisah', 'LOCATED_IN', 'Al Anbar Governorate');False;;True;[('Halabisah', 'LOCATED_IN', 'Iraq'), ('Labis', 'LOCATED_IN', 'Malaysia'), ('Labis', 'LOCATED_IN', 'Malaysia'), ('Labis', 'LOCATED_IN', 'Segamat'), ('Labis', 'LOCATED_IN', 'Segamat'), ('Labis', 'LOCATED_IN', 'UTC+08:00')]
('Halabisah', 'NEAR', 'Euphrates');False;;False;
('Siege of Fallujah', 'OCCURS_IN', 'Halabisah');False;;False;
('Third Battle of Fallujah', 'OCCURS_IN', 'Halabisah');False;;False;
('Coalition warplanes bombing', 'OCCURS_IN', 'Halabisah');False;;False;
('Highways 10, 11, and 12', 'LOCATED_IN', 'Halabisah');False;;False;
('Apollodorus of Cyrene', 'HAS_OCCUPATION', 'Apollodorus of Cyrene');False;;True;[('Apollodorus of Cyrene', 'label', 'Apollodorus of Cyrene'), ('Apollodorus of Cyrene', 'HAS_OCCUPATION', 'grammarian'), ('Apollodorus of Cyrene', 'occupation', 'grammarian')]
('Apollodorus of Cyrene', 'BORN_IN', 'Cyrene');False;;True;[('Apollodorus of Cyrene', 'label', 'Apollodorus of Cyrene')]
